shipment-date	sku	fnsku	asin	fulfillment-center-id	quantity	amazon-order-id	currency	item-price-per-unit	shipping-price	gift-wrap-price	ship-city	ship-state	ship-postal-code
2026-03-12T05:47:29+00:00	hp_notepad_2pack	X004WX28LV	B0GNZQ147T	[REDACTED]	1	sample-fe58006cbbf37c97d848	USD	19.99	0.00	0.00	[REDACTED]	[REDACTED]	[REDACTED]
2026-03-12T02:20:23+00:00	hp_notepad_2pack	X004WX28LV	B0GNZQ147T	[REDACTED]	1	sample-c9e8c0c694d379328a49	USD	19.99	0.00	0.00	[REDACTED]	[REDACTED]	[REDACTED]
2026-03-11T23:44:32+00:00	hp_notepad_2pack	X004WX28LV	B0GNZQ147T	[REDACTED]	1	sample-281f629f4812fbb15335	USD	19.99	0.00	0.00	[REDACTED]	[REDACTED]	[REDACTED]
2026-03-11T23:44:23+00:00	hp_notepad_2pack	X004WX28LV	B0GNZQ147T	[REDACTED]	1	sample-b73172455d2f1edd6450	USD	19.99	0.00	0.00	[REDACTED]	[REDACTED]	[REDACTED]
2026-03-11T22:46:22+00:00	hp_notepad_2pack	X004WX28LV	B0GNZQ147T	[REDACTED]	1	sample-ec5f14a909efeae5acdd	USD	19.99	0.00	0.00	[REDACTED]	[REDACTED]	[REDACTED]
2026-03-11T21:49:59+00:00	hp_notepad_2pack	X004WX28LV	B0GNZQ147T	[REDACTED]	1	sample-b53da8640c579a81771d	USD	19.99	0.00	0.00	[REDACTED]	[REDACTED]	[REDACTED]
2026-03-11T21:19:22+00:00	hp_notepad_2pack	X004WX28LV	B0GNZQ147T	[REDACTED]	1	sample-675f4db5063b66f36155	USD	19.99	0.00	0.00	[REDACTED]	[REDACTED]	[REDACTED]
2026-03-11T19:17:47+00:00	hp_notepad_2pack	X004WX28LV	B0GNZQ147T	[REDACTED]	1	sample-9f6653de87e99b73baac	USD	19.99	0.00	0.00	[REDACTED]	[REDACTED]	[REDACTED]
2026-03-11T19:17:11+00:00	hp_notepad_2pack	X004WX28LV	B0GNZQ147T	[REDACTED]	1	sample-89239ee1a7569a4c3a46	USD	19.99	0.00	0.00	[REDACTED]	[REDACTED]	[REDACTED]
2026-03-11T19:15:25+00:00	hp_notepad_2pack	X004WX28LV	B0GNZQ147T	[REDACTED]	1	sample-83f9559f506946ce8d3f	USD	19.99	0.00	0.00	[REDACTED]	[REDACTED]	[REDACTED]
2026-03-11T19:15:24+00:00	hp_notepad_2pack	X004WX28LV	B0GNZQ147T	[REDACTED]	1	sample-b0857f2edf8c3fc38a9e	USD	19.99	0.00	0.00	[REDACTED]	[REDACTED]	[REDACTED]
2026-03-11T18:47:41+00:00	hp_notepad_2pack	X004WX28LV	B0GNZQ147T	[REDACTED]	1	sample-f64157f29f44a0b3362f	USD	19.99	0.00	0.00	[REDACTED]	[REDACTED]	[REDACTED]
2026-03-11T18:47:32+00:00	hp_notepad_2pack	X004WX28LV	B0GNZQ147T	[REDACTED]	1	sample-ee1facaae03a5bfba881	USD	19.99	0.00	0.00	[REDACTED]	[REDACTED]	[REDACTED]
2026-03-10T22:24:16+00:00	hppro_notebook_single	X0032M3CS1	B09LD27Z7X	[REDACTED]	1	sample-5b9963ee04280e8f61bb	USD	20.99	0.00	0.00	[REDACTED]	[REDACTED]	[REDACTED]
